"id","0","11"
"3002_Title","Ultra Jump","ウルトラジャンプ"
"3002_Info","Kill <5 people> in one jump","一度のジャンプで<5人>キルする"
"6700_Title","Final Light","最期の灯"
"6700_Info","Reach <time limit> after killing <3> or more","<3>人以上キルした状態で<時間制限>を迎える"
"6701_Title","Final Sunny Appearance","最期の晴れ姿"
"6701_Info","Make <2> or more die in final explosion","最期の爆発で<2>人以上爆死させる"
"6702_Title","Stopped Bomb","止まった爆弾"
"6702_Info","Impostors win before time limit","制限時間を迎える前にインポスター勝利する"
"6702_Constraint","-After that, the bomb I was holding was safely <disarmed>. Happy ending.","-その後、<無事>に抱えていた爆弾は<解除され>たとさ。めでたしめでたし。"
"6703_Title","And Blue Spring Arrives","そして訪れる青い春"
"6703_Info","Win as Madonna Lovers before time limit","時間制限を迎える前にマドンナラバーズとして勝利する"
"6703_Constraint","-I thought I couldn't <fall in love>... But that child is so <liking>...","-僕には<恋>なんてできないと思っていました...\n でも、あの子がとっても<好き>で..."
"6400_Title","Unaware of Being Suspected","疑われることを知らない"
"6400_Info","Get voted out <2> times after kill ability is released","キル能力が解放されてから<2>人追放される"
"6400_Constraint","・Vote target is not a Neutral Killer.","・追放対象がニュートラルキラーでないこと。"
"4000_Title","Magical Magic","マジカルマジック"
"4000_Info","Erase 3 people with magic","マジックで3人を消す"
"4001_Title","Magic with No Tricks","タネも仕掛けもないマジック"
"4001_Info","Erase 15 people with magic","マジックで15人消す"
"4002_Title","Nothing Left","もう何も残らない"
"4002_Info","Magic someone whose role was erased by Eraser","イレイサーで役職を消された対象をマジックする"
"4002_Constraint","-Even though <role> was erased by <Eraser>!!!","- <イレイサー>で<役職>を消されたのに!!!"
"5200_Title","Blending into the Dark Night","闇夜に紛れて"
"5200_Info","Kill 2 times during blackout","停電中に2キルする"
"5201_Title","White Night","白夜"
"5201_Info","Blackout gets <repaired> <instantly>, get voted out","停電が<一瞬>で<修復>され、追放される"
"4200_Title","Hole in One","ホールインワン"
"4200_Info","Perform kill using ability","能力を使用してキルを行う"
"4201_Title","Used to Digging","掘り慣れたもんよ"
"4201_Info","Dig 20 holes","20回穴を掘る"
"4900_Title","Puppeteer","人形を操りし者"
"4900_Info","Make puppet kill 2 times","パペットに2回キルさせる"
"4901_Title","Popular Puppet Show","話題の人形劇"
"4901_Info","Make puppet kill a total of 20 times","パペットに累計20回キルさせる"
"4902_Title","Obvious Trap","見え見えの罠"
"4902_Info","Make <puppet> kill a Crew whose ability activates on <kill>","<キル>で能力が発動するクルーを<パペット>にキルさせる"
"4902_Constraint","・Vote results etc. don't matter","・追放の結果等は問わない"
"7000_Title","Faster Faster!!!","早く早く!!!"
"7000_Info","Kill 1 time during Quick mode","クイックモード中に1キルする"
"7001_Title","Swift Serial Killer","素早い連続殺人犯"
"7001_Info","Kill 2 times during Quick mode","クイックモード中に2キルする"
"7002_Title","Momentary Event","刹那の出来事"
"7002_Info","Kill <4> times during Quick mode","クイックモード中に<4>キルする"
"7002_Constraint","-Shupapapapa~!!","-ｼｭﾊﾟﾊﾟﾊﾟﾊﾟｰﾝ!!"
"6800_Title","Unstoppable Evil Hand","止まらない魔の手"
"6800_Info","Survive 120s after timer starts","タイマーが動作してから120s生き残る"
"6800_Constraint","・Counted after timer starts. ・Not counted during meetings.","・タイマーが動作してからカウントされる。・会議中はカウントされない。"
"6801_Title","Can't Stop","どうしてもやめられない"
"6801_Info","Kill <5> times after timer starts","タイマーが動作してから<5>キルする"
"6802_Title","Terrifying Serial Killer","恐怖の連続殺人犯"
"6802_Info","Survive for a very long time","とても長い時間生き残る"
"6802_Constraint","・Survive <6 times> the <time limit>.","・<時間制限>の6<倍>生き残る。"
"22500_Title","Be the Decoy","囮となれ"
"22500_Info","Kill <Bait> or <Incender> then fake report","<ベイト> or <インセンダー>をキルした後、擬装通報する"
"22501_Title","Truth into the Darkness","真相は闇の中へ"
"22501_Info","The fake reported person gets <voted out>","擬装通報した相手が<追放>される"
"4100_Title","To the Back of the Dim Alley","薄暗い路地裏の奥へ"
"4100_Info","Kidnap until time limit","制限時間いっぱいまで<拉致>する"
"4101_Title","Stroll with Kidnap","ペンサンポ"
"4101_Info","Walk 100m or more with kidnapped target","拉致相手と共に100m以上歩く"
"4102_Title","Must Not Let Guard Down","油断してはいけない"
"4102_Info","Get killed by <kidnapped target>","<拉致相手>にキルされる"
"6200_Title","Warning Shot","威嚇射撃"
"6200_Info","Bullet misses","弾が外れる"
"6201_Title","Aiming...","照準を定め..."
"6201_Info","Bullet hits","弾が命中する"
"6202_Title","Skilled Sniper","敏腕スナイパー"
"6202_Info","Kill target 25m or more away","25m以上先の相手を殺害する"
"6203_Title","Shot Something Useless Again...","またつまらぬものを撃ってしまった..."
"6203_Info","Shoot an Impostor","インポスターを撃つ"
"6203_Constraint","-Aim properly","-照準はしっかり定めよう"
"6100_Title","Welcome to the Dark World","暗黒世界へようこそ"
"6100_Info","Black out the room","部屋を暗転させる"
"6101_Title","Simultaneous Blackout of Unknown Cause","原因不明の一斉瞬停"
"6101_Info","Black out 3 rooms at once","同時に3部屋の部屋を暗転させる"
"6000_Title","Even Crystal Can't Deceive","水晶も欺ける"
"6000_Info","Get divined","占われる"
"6001_Title","Nonexistent Guilt","ありもしない罪悪感"
"6001_Info","Almost get killed by Sheriff-type role","シェリフ系役職にキルされかける"
"4700_Title","Rapid Meeting","急ピッチの会議"
"4700_Info","Reduce meeting time by a total of 60s","会議時間を累計60s減らす"
"4701_Title","Unconclusive Conclusion","纏まらない結論"
"4701_Info","Reduce meeting time by a total of 300 seconds","会議時間を累計300秒減らす"
"4702_Title","Meetings Aren't Needed...","会議なんていらないのさ..."
"4702_Info","Reduce meeting time to the limit","会議時間を極限まで減らす"
"4800_Title","Blood-Thirsty Vampire","血に飢えた吸血鬼"
"4800_Info","Bite Crew a total of 3 times","クルーを合計3回噛む"
"4801_Title","Body Nourished by Blood","血で潤った体"
"4801_Info","Bite Crew a total of 30 times","クルーを合計30回噛む"
"4802_Title","Unexpected Ending","考えても無かった結末"
"4802_Info","Get bitten and die by another Vampire besides yourself","自身以外のヴァンパイアに噛まれて死亡する"
"4802_Constraint","-<That guy's> blood... was <amazing>... <Sweet> and <sour> and <spicy> and <bitter>...","-「<アイツ>の血...なんか<凄かった>んだよな...<甘>くて<酸っぱ>くて<辛>くて<苦>くて...」"
"5100_Title","Power of Magic","魔法の力"
"5100_Info","Perform curse kill once","呪いキルを1度行う"
"5101_Title","Unbearable Magical Power","耐えられない魔力"
"5101_Info","Perform 2 curse kills in one meeting","1会議で2人呪いキルを行う"
"5102_Title","Magical Girl! Witch-chan!!","魔法少女!ウィッチちゃん!!"
"5102_Info","Perform curse kills a total of 15 times","呪いキルを累計15回おこなう"
"8200_Title","First Step to New Era","新時代への第一歩"
"8200_Info","Guess 1 Neutral correctly in Revolution meeting","革命会議でニュートラルを1人当てる"
"8201_Title","Birth of New Threat","新たな脅威の誕生"
"8201_Info","Succeed in revolution","革命を成功させる"
"8202_Title","Fulfilled Ambition","叶えられた野望"
"8202_Info","Guess 3 Neutrals, explosion kills 10 people during revolution","ニュートラルを3人、革命時の爆殺人数が10人"
"8202_Constraint","-To fulfill the <ambition> of my <deceased> <master>, I can even break a <high wall>.","-「<今>は<亡>き<ご主人>の<野望>を<叶える>ためなら、<高い壁>だって壊せるのだよ。」"
"22800_Title","I Don't Think About Betrayal!","裏切りなんて考えない!"
"22800_Info","Ride on <Impostor victory>","インポスター勝利に<相乗り>する"
"22801_Title","Budding Desire","芽生えた願望"
"22801_Info","Kill an <Impostor>","<インポスター>をキルする"
"22802_Title","From Now On, With My Own Power","これからは己の力で"
"22802_Info","Win as <Betrayer>","<ベトレイヤー>として勝利する"
"7900_Title","When Did That Happen?","いつのまに?"
"7900_Info","Use swap ability 5 times","入れ替え能力を5回使用する"
"7901_Title","Swapped?!","入れ替わってる?!"
"7901_Info","Use swap ability 30 times","入れ替え能力を30回使用する"
"7600_Title","That Stab... Master...!","その刺し方は...ご主人...!"
"7600_Info","Collude with Impostor","インポスターと内通する"
"8300_Title","Sudden Thunderstorm","突如訪れた雷雨"
"8300_Info","Get voted out as Mad Jester","マッドジェスターで追放される"
"8301_Title","Endless Storm","終わらない嵐"
"8301_Info","Get voted out when <all Impostors are eliminated>","<インポスター全滅>時に追放される"
"7700_Title","False Accusation Incident","冤罪事件"
"7700_Info","Someone gets voted out in the turn when a suicide body is reported","自殺した死体が通報されたターンで誰かが追放される"
"8100_Title","Identifying the Respected One","尊敬する方の特定"
"8100_Info","Divine an Impostor","インポスターを占う"
"8101_Title","Master's Nuisance...","ご主人の邪魔者..."
"8101_Info","Divine a <Neutral Killer>","<ニュートラルキラー>を占う"
"23501_Title","Newly Possessed Power","新たに宿りし力"
"23501_Info","Guess <Fool>","<愚か者>を推測する"
"23502_Title","Hero of the Story","物語の英雄"
"23502_Info","Impostors win after <suicide attack>","<自爆特攻>後、インポスターが勝利する"
"22000_Title","I Won't Let That Happen","そんなことさせない"
"22000_Info","Guard a kill","キルをガードする"
"22001_Title","Blessing of the Good Spirit","善霊のご加護"
"22001_Info","Get bonus victory as Assisting Angel","アシスティングエンジェルで追加勝利する"
"21700_Title","Jamming Electromagnetic Wave Occurring...","妨害電磁波発生..."
"21700_Info","Crash information devices","情報機器をクラッシュする"
"21600_Title","Ship's Seven Wonders Part 1","お船の七不思議その壱"
"21600_Info","Open vents 10 times","ベントを10回開ける"
"21601_Title","Even Ghosts Get Bored","幽霊だって暇なのだ"
"21601_Info","Open vents 50 times","ベントを50回開ける"
"16200_Title","Cry of the Missing Crewmember","居ない船員の叫び声"
"16200_Info","Use Ghost Buttoner's button","ゴーストボタナーのボタンを使う"
"16300_Title","Biiii... Hiiiiiiiiiiiiii!!!!","ﾋﾞﾋﾞｯ...ﾋﾞｨｨｨｨｨｨｨｨｨｨｨ!!!!"
"16300_Info","Bii- Bii Bii Bii Bii- Bii Bii!!","ﾋﾞ-ﾋﾞﾋﾞﾋﾞﾋﾞｯ-、ﾋﾞﾋﾞｯﾋﾞｯ!!"
"23050_Title","Intense Poison","強烈な猛毒"
"23050_Info","Do 10 times as Viper","バイパーで10回する"
"350_Title","Ear-Splitting Loud Voice","張り裂けるような大声"
"350_Info","Die as Noise Maker","ノイズメーカーで死亡する"
"100000_Title","Welcome to TownOfHost-K!","Welcome to TownOfHost-K!"
"100000_Info","Play your first match","初めて試合を行う"
"100001_Title","Exciting Game","わくわくですげーむ"
"100001_Info","Complete 3 matches","3回試合を完了させる"
"100002_Title","Getting Used to It Soon?","そろそろ慣れたかな?"
"100002_Info","Complete 10 matches","10回試合を完了させる"
"100003_Title","One Who Enjoys K","Kを嗜むもの"
"100003_Info","Complete 30 matches","30回試合を完了させる"
"100004_Title","Let's Play with K♪","Kであそぼ♪"
"100004_Info","Complete 50 matches","50回試合を完了させる"
"100005_Title","More!! Let's Play with K♪","もっと!!Kで遊ぼ♪"
"100005_Info","Complete 100 matches","100回試合を完了させる"
"100006_Title","Still More!!! Let's Play with K♪","まだまだ!!!Kで遊ぼうっ♪"
"100006_Info","Complete 200 matches","200回試合を完了させる"
"100007_Title","Still Not Enough Play?","まだまだ遊び足りない?"
"100007_Info","Complete 300 matches","300回試合を完了させる"
"100008_Title","The Match Continues.","試合はまだ続く。"
"100008_Info","Complete 400 matches","400回試合を完了させる"
"100009_Title","Thanks for Playing!!","遊んでくれてありがとネ!!"
"100009_Info","Complete 500 matches","500回試合を完了させる"
"100010_Title","Endless Legend","終わらない伝説"
"100010_Info","Complete 1000 matches","1000回試合を完了させる"
"100011_Title","First Victory","初めての勝利"
"100011_Info","Achieve your first victory","初勝利をあげる"
"100012_Title","Legend Begins","伝説の幕開け"
"100012_Info","Achieve 3 total wins in Standard","スタンダードで通算3勝をあげる"
"100013_Title","Taste of Victory Soaked In","沁みついた勝利の味"
"100013_Info","Achieve 10 total wins in Standard","スタンダードで通算10勝をあげる"
"100014_Title","Completed Victory Formula","出来上がった勝利の方程式"
"100014_Info","Achieve 50 total wins in Standard","スタンダードで通算50勝をあげる"
"100015_Title","Goddess of Victory","勝利の女神"
"100015_Info","Achieve 100 total wins in Standard","スタンダードで通算100勝をあげる"
"200000_Title","Ready to Play?","も～いいかい?"
"200000_Info","Play HnS/SHnS","HnS/SHnSをプレイする"
"200001_Title","Lots of Hiding Places","隠れるところがいっぱい"
"200001_Info","Play HnS/SHnS 10 times","HnS/SHnSを10回プレイする"
"200002_Title","Thin Presence...","存在感を薄く..."
"200002_Info","Play HnS/SHnS 50 times","HnS/SHnSを50回プレイする"
"200003_Title","Our Secret Hiding Spot","ウチだけの隠れスポット"
"200003_Info","Play HnS/SHnS 100 times","HnS/SHnSを100回プレイする"
"200004_Title","Curfew Is Still Far","門限はまだまだ先"
"200004_Info","Play HnS/SHnS 200 times","HnS/SHnSを200回プレイする"
"200005_Title","Oni-san This Way!","鬼さんこちら！"
"200005_Info","Win as the escaping side","逃げる側で勝利する"
"200006_Title","Unfound Crew","見つからないクルー"
"200006_Info","Win 3 times as the escaping side","逃げる側で3回勝利"
"200007_Title","Not Yet!","ま～だだよ!"
"200007_Info","Win 10 times as the escaping side","逃げる側で10回勝利"
"200008_Title","Nimble Crew","すばしっこいクルー"
"200008_Info","Win 30 times as the escaping side","逃げる側で30回勝利"
"200009_Title","Art of Hiding","隠れ身の術"
"200009_Info","Win 50 times as the escaping side","逃げる側で50回勝利"
"200010_Title","Found Everyone!!","みんなみーつけた!!"
"200010_Info","Win as the oni side","鬼側で勝利"
"200011_Title","Never Let Found Prey Escape","見つけた獲物は逃がさぬ"
"200011_Info","Win 3 times as the oni side","鬼側で3回勝利"
"200012_Title","Oni Pro","鬼のプロ"
"200012_Info","Win 5 times as the oni side","鬼側で5回勝利"
"200013_Title","Won't Let Escape","逃がさないよっ"
"200013_Info","Win 10 times as the oni side","鬼側で10回勝利"
"200014_Title","Don't Think You Can Escape Me","我から逃げられると思うな"
"200014_Info","Win 30 times as the oni side","鬼側で30回勝利"
"200015_Title","Found...","見つかった..."
"200015_Info","Kill 5 times in hide and seek","かくれんぼで5回キル"
"200016_Title","Location Is Obvious","居場所は筒抜け"
"200016_Info","Kill 50 times in hide and seek","かくれんぼで50回キル"
"200017_Title","Thoughts Are Transparent","思考はお見通し"
"200017_Info","Kill 100 times in hide and seek","かくれんぼで100回キル"
"300000_Title","Ship Turns Into Battlefield...!","船は戦場と化す...!"
"300000_Info","Play Sudden Death mode","サドンデスモードをプレイ"
"300001_Title","Task: Kill","タスク:殺れ"
"300001_Info","Play Sudden Death mode 3 times","サドンデスモードを3回プレイ"
"300002_Title","No Need for Discussion","話し合いなぞいらぬ"
"300002_Info","Play Sudden Death mode 10 times","サドンデスモードを10回プレイ"
"300003_Title","Know the Battlefield Thoroughly","戦場を知り尽くせ"
"300003_Info","Play Sudden Death mode 30 times","サドンデスモードを30回プレイ"
"300004_Title","Already Used to It","もう慣れたもんよ"
"300004_Info","Play Sudden Death mode 100 times","サドンデスモードを100回プレイ"
"300005_Title","One Who Fulfilled Ambition","野望を叶えしモノ"
"300005_Info","Win 10 times in Sudden Death mode","サドンデスモードで10回勝利"
"300006_Title","Very Strong.","とても、つよい。"
"300006_Info","Win 50 times in Sudden Death mode","サドンデスモードで50回勝利"
"300007_Title","Battle-Hardened King","歴戦の王"
"300007_Info","Win 100 times in Sudden Death mode","サドンデスモードで100回勝利"
"300008_Title","Burning Fighting Spirit","赤く燃える闘志"
"300008_Info","Win with Red team","赤チームで勝利"
"300009_Title","Other Crew Turn Pale","青ざめる他クルー"
"300009_Info","Win with Blue team","青チームで勝利"
"300010_Title","One Page of Golden Age","黄金時代の1ページ"
"300010_Info","Win with Yellow team","黄チームで勝利"
"300011_Title","Dominance Is Peace","支配とは、平和である"
"300011_Info","Win with Green team","緑チームで勝利"
"300012_Title","To a Wonderful World","素晴らしき世界へ"
"300012_Info","Win with Purple team","紫チームで勝利"
"400000_Title","Peaceful Ship","平和な船"
"400000_Info","Play Task Battle","タスクバトルをプレイする"
"400001_Title","Faster Is Better","早ければ早いほど良い"
"400001_Info","Play Task Battle 50 times","タスクバトルを50回プレイする"
"400002_Title","One Who Mastered Ship's Work","船の仕事を網羅した者"
"400002_Info","Play Task Battle 100 times","タスクバトルを100回プレイする"
"400003_Title","Quickly and Promptly!","素早く迅速に!"
"400003_Info","Win in Task Battle","タスクバトルで勝利する"
"400004_Title","Path Taken Many Times","何度も通った道"
"400004_Info","Win 5 times in Task Battle","タスクバトルで5回勝利する"
"400005_Title","Leave Ship's Work to Me","船の仕事はおまかせあれ"
"400005_Info","Win 50 times in Task Battle","タスクバトルで50回勝利する"
"400006_Title","Not Enough Work","働き足りない"
"400006_Info","Complete 100 tasks in Task Battle","タスバトでタスクを100個完了"
"400007_Title","Enough Already?","もう十分?"
"400007_Info","Complete 300 tasks in Task Battle","タスバトでタスクを300個完了"
"400008_Title","Endless Work","終わらない仕事"
"400008_Info","Complete 500 tasks in Task Battle","タスバトでタスクを500個完了"
"400009_Title","Still More Work...","まだまだ、仕事を..."
"400009_Info","Complete 1000 tasks in Task Battle","タスバトでタスクを1000個完了"
"400010_Title","Only Growth Ahead.","成長あるのみ。"
"400010_Info","Complete 2200 tasks in Task Battle","タスバトでタスクを2200個完了"
"400011_Title","Unreachable Scenery","辿り着けないこの景色"
"400011_Info","Complete 250 or more tasks in one game without bonus","1ゲームかつ追加無しでタスクを250以上完了"
"500000_Title","Lost Megaphone","失ったメガホン"
"500000_Info","Play Murder Mystery","マーダーミステリーをプレイする"
"500001_Title","Look, Don't Stop, Don't Die.","見ろ、止まるな、死ぬな。"
"500001_Info","Play Murder Mystery 10 times","マーダーミステリーを10回プレイする"
"500002_Title","Rely on Your Own Eyes","頼りになるのは己の目"
"500002_Info","Play Murder Mystery 50 times","マーダーミステリーを50回プレイする"
"500003_Title","Temporary Peace","一時の平和"
"500003_Info","Win as Crew side","クルー側で勝利"
"500004_Title","Urgent Investigation...","早急な調査を..."
"500004_Info","Win 5 times as Crew side","クルー側で5回勝利"
"500005_Title","Sink the Ambition","野望を沈めよ"
"500005_Info","Win 50 times on Crew side","クルー側で50回勝利"
"500006_Title","Desire to Accomplish","成し遂げたい欲望"
"500006_Info","Win on Killer side","殺人犯側で勝利"
"500007_Title","Unnecessary Killing","不必要な殺傷"
"500007_Info","Win 3 times on Killer side","殺人犯側で3回勝利"
"500008_Title","Hijacker","ハイジャッカー"
"500008_Info","Win 30 times on Killer side","殺人犯側で30回勝利"
"600000_Title","Remembered the Feel","覚えてしまった手応え"
"600000_Info","Kill a total of 3 times","通算3キルする"
"600001_Title","Can't Hold Back","我慢なんてできない"
"600001_Info","Kill a total of 10 times","通算10キルする"
"600002_Title","Full Corpse Storage","パンパンの死体保管室"
"600002_Info","Kill a total of 50 times","通算50キルする"
"600003_Title","Elite Killer","エリートキラー"
"600003_Info","Kill a total of 100 times","通算100キルする"
"600004_Title","Can't Stop Anymore.","もう、止まらない。"
"600004_Info","Kill a total of 300 times","通算300キルする"
"600005_Title","Not Thinking About Anything.","何も考えていない。"
"600005_Info","Kill a total of 1000 times","通算1000キルする"
"600006_Title","I'm the Bomber","俺がボマーだ"
"600006_Info","Cause explosion death a total of 3 times","通算3回爆死させる"
"600007_Title","Planned Murderer","計画殺人犯"
"600007_Info","Kill by cause of death other than kill a total of 3 times","通算3回キル以外の死因で殺害する"
"600008_Title","My Own Ability","ボクだけの能力"
"600008_Info","Kill by cause of death other than kill a total of 30 times","通算30回キル以外の死因で殺害する"
"600009_Title","Murderer Who Doesn't Get Hands Dirty","手は汚さない殺人犯"
"600009_Info","Kill by cause of death other than kill a total of 100 times","通算100回キル以外の死因で殺害する"
"600010_Title","A Bit Strong Feeling","ちょっと強い思い"
"600010_Info","Perform kill with kill power 2, 3 times","キルパワー2のキルを3回行う"
"600011_Title","Unfathomable Belief","計り知れない信念"
"600011_Info","Perform kill with kill power 3, 3 times","キルパワー3のキルを3回行う"
"600012_Title","Boom!","どっか～ん！"
"600012_Info","Perform kill with kill power 10, 3 times","キルパワー10のキルを3回行う"
"600013_Title","Big Confusion","大きな混乱"
"600013_Info","Kill 3 times in one turn","1ターンに3キルする"
"600014_Title","Divine Disappearance","神隠し"
"600014_Info","Kill 5 times in one turn","1ターンに5キルする"
"600015_Title","Which One is the Impostor?","どっちがインポスター?"
"600015_Info","Kill an Impostor","インポスターを殺害する"
"600016_Title","Unstoppable Killer","止まらない殺人犯"
"600016_Info","Kill 3 times in one game","1ゲームで3キルする"
"600017_Title","Mass Murderer","大量殺人犯"
"600017_Info","Kill 5 times in one game","1ゲームで5キルする"
"600018_Title","Ship's Collapse","船の崩壊"
"600018_Info","Kill 7 times in one game","1ゲームで7キルする"
"600019_Title","Relying on Others","他力本願"
"600019_Info","Survive and win without killing once","1度もキルせず、生存し、勝利する"
"700000_Title","Beginner Impostor","初心インポスター"
"700000_Info","Win 3 times as Impostor","インポスターで通算3勝"
"700001_Title","Reliable Senior","頼りになる先輩"
"700001_Info","Win 10 times as Impostor","インポスターで通算10勝"
"700002_Title","One Who Corners the Ship","船を追い詰めしモノ"
"700002_Info","Win 30 times as Impostor","インポスターで通算30勝"
"700003_Title","Natural Disaster","天災"
"700003_Info","Win 50 times as Impostor","インポスターで通算50勝"
"700004_Title","First Person of Collapse","崩壊の第一人者"
"700004_Info","Win 100 times as Impostor","インポスターで通算100勝"
"700005_Title","Runaway Spaceship","暴走した宇宙船"
"700005_Info","Win with sabotage","サボタージュで勝利する"
"700006_Title","Make Suspects Ambiguous","容疑者を有耶無耶に"
"700006_Info","Kill during <camouflage>","<カモフラ>中にキルを行う"
"700007_Title","Too Careful?","慎重にし過ぎだよ?"
"700007_Info","End game without <exiled>","<追放者>無しでゲームを終える"
"700008_Title","Not a Single Person Missing","誰一人欠けズ"
"700008_Info","Impostors win with <all surviving>","インポスターが<全員生存>して勝利"
"800000_Title","Crew Are Not Our Enemies","クルーは僕らの敵ではない"
"800000_Info","Win 3 times as Madmate","マッドメイトで3回勝利"
"800001_Title","Together to New Era","ともに新時代へ"
"800001_Info","Win 25 times as Madmate","マッドメイトで25回勝利"
"800002_Title","Messenger Who Respects Master","ご主人を尊敬する使者"
"800002_Info","Win 50 times as Madmate","マッドメイトで50回勝利"
"800003_Title","Even Become Sacrifice","犠牲にだってなる"
"800003_Info","Get killed by Impostor","インポスターにキルされる"
"900000_Title","Not Bowing to Impostors","インポスターに屈せず"
"900000_Info","Win 10 times as Crew","クルーで10回勝利"
"900001_Title","No Matter How Many Crises Come...","何度危機が訪れても..."
"900001_Info","Win 30 times as Crew","クルーで30回勝利"
"900002_Title","Ship's Pilot","船の操縦士"
"900002_Info","Win 50 times as Crew","クルーで50回勝利"
"900003_Title","Ship's Safety Was Protected Today Too","今日も船の安全は守られた"
"900003_Info","Win 100 times as Crew","クルーで100回勝利"
"900004_Title","One Who Protects the Ship","船を守りし者"
"900004_Info","Win 200 times as Crew","クルーで200回勝利"
"900005_Title","Little by Little...","こつこつと..."
"900005_Info","Complete 100 tasks","タスクを100個完了"
"900006_Title","Daily Routine","いつもの日課"
"900006_Info","Complete 200 tasks","タスクを200個完了"
"900007_Title","Fragile Spaceship","壊れやすい宇宙船"
"900007_Info","Complete 300 tasks","タスクを300個完了"
"900008_Title","I'm Done!!!","僕終わりました!!!"
"900008_Info","Complete all tasks 10 times","タスクを10回全完了"
"900009_Title","Speed Tasker","スピードタスカー"
"900009_Info","Complete all tasks 100 times","タスクを100回全完了"
"1000000_Title","Stick to Myself","我を貫く"
"1000000_Info","Win as Neutral","ニュートラルで勝利"
"1000001_Title","Guiding Light of My Belief","我の信じる道しるべ"
"1000001_Info","Win 5 times as Neutral","ニュートラルで5回勝利"
"1000002_Title","Become As I Wish","我の思い通りになれ"
"1000002_Info","Win 30 times as Neutral","ニュートラルで30回勝利"
"1100000_Title","Somewhat Different Atmosphere","なにやら違う雰囲気"
"1100000_Info","Turn on limited-time role names","期間限定役職名をONにする"
"1100001_Title","Unfamiliar Guest","見慣れないお客さん"
"1100001_Info","Play game with limited-time role included","期間限定役職を入れてゲームを行う"
"1100002_Title","Before I Knew It, Already This Much","気付けばもうこんなに"
"1100002_Info","Reach 30 matches without restarting","<再起動せず、試合数が30試合に到達>"
"1100003_Title","Pitiable Slot","不憫枠"
"1100003_Info","Get killed first in the game","<ゲームで一番最初にキルされる>"
"24400_Title","I see...","なるほどな..."
"24400_Info","Use Ability 3times","解析を3回使用する"
"24401_Title","I get it! I totally get it!!","わかる...!わかるぞ..!!"
"24401_Info","Analyze 3team in a 1turn","1度のターンに3陣営解析する"
"24100_Title","","幸せのおすそ分け"
"24100_Info","","能力を3回使用する"
"24101_Title","","幸福の押し売り"
"24101_Info","","デバフをプレゼントする"
